,summary,config,name
0,{'_wandb': {'runtime': 3}},"{'seq_len': 64, 'targets': [['Left', 'indexAng'], ['Left', 'midAng'], ['Left', 'ringAng'], ['Left', 'pinkyAng'], ['Left', 'thumbInPlaneAng'], ['Left', 'thumbOutPlaneAng'], ['Left', 'wristFlex']], 'features': [['emg', '0'], ['emg', '1'], ['emg', '2'], ['emg', '4'], ['emg', '10'], ['emg', '11'], ['emg', '12'], ['emg', '13']], 'n_epochs': 40, 'batch_size': 8, 'model_type': 'ModularModel', 'recordings': ['thumbFlEx', 'thumbAbAd', 'indexFlEx', 'mrpFlEx', 'fingersFlEx', 'wristFlEx', 'handOpCl', 'pinchOpCl', 'pointOpCl'], 'wandb_mode': 'online', 'joint_model': {'model_type': 'PhysJointModel', 'speed_mode': False, 'n_freeze_epochs': 0}, 'muscle_model': {'model_type': 'PhysMuscleModel', 'n_freeze_epochs': 0}, 'warmup_steps': 0, 'learning_rate': 0.1, 'wandb_project': 'matmul_experiments', 'test_recordings': ['keyOpCl', 'wristFlHandCl', 'indexFlDigitsEx'], 'activation_model': {'init': 'default', 'model_type': 'MatMul', 'n_freeze_epochs': 0, 'enforce_positive_weights': False}, 'dummy_repetition': 1, 'early_stopping_delta': 0.05, 'early_stopping_patience': 1000}",P_149
1,"{'_runtime': 172.626169, '_step': 39, '_timestamp': 1750019612.646683, '_wandb': {'runtime': 172}, 'best_epoch': 39, 'best_test_epoch': 34, 'best_test_loss': 0.17489442974328995, 'best_val_loss': 0.10853583820992048, 'lr': 0.0025, 'test_loss/Left_indexAng/R2/indexFlDigitsEx/indexAng': -0.3963799959504275, 'test_loss/Left_indexAng/R2/keyOpCl/indexAng': -452.3188066297668, 'test_loss/Left_indexAng/R2/wristFlHandCl/indexAng': -0.5133525314564173, 'test_loss/Left_midAng/R2/indexFlDigitsEx/midAng': 0.7056701921592619, 'test_loss/Left_midAng/R2/keyOpCl/midAng': -169.29080134972514, 'test_loss/Left_midAng/R2/wristFlHandCl/midAng': -0.10689551391117225, 'test_loss/Left_pinkyAng/R2/indexFlDigitsEx/pinkyAng': 0.7795774081447173, 'test_loss/Left_pinkyAng/R2/keyOpCl/pinkyAng': -1456.0379545173228, 'test_loss/Left_pinkyAng/R2/wristFlHandCl/pinkyAng': -0.758927668702212, 'test_loss/Left_ringAng/R2/indexFlDigitsEx/ringAng': 0.7325475605542108, 'test_loss/Left_ringAng/R2/keyOpCl/ringAng': -551.1260241684294, 'test_loss/Left_ringAng/R2/wristFlHandCl/ringAng': -1.0105599059834485, 'test_loss/Left_thumbInPlaneAng/R2/indexFlDigitsEx/thumbInPlaneAng': 0.19224494211678225, 'test_loss/Left_thumbInPlaneAng/R2/keyOpCl/thumbInPlaneAng': -0.098592264308079, 'test_loss/Left_thumbInPlaneAng/R2/wristFlHandCl/thumbInPlaneAng': -0.3760218996750957, 'test_loss/Left_thumbOutPlaneAng/R2/indexFlDigitsEx/thumbOutPlaneAng': -1.9230075584053057, 'test_loss/Left_thumbOutPlaneAng/R2/keyOpCl/thumbOutPlaneAng': 0.17296223137390687, 'test_loss/Left_thumbOutPlaneAng/R2/wristFlHandCl/thumbOutPlaneAng': -3.06464321051474, 'test_loss/Left_wristFlex/R2/indexFlDigitsEx/wristFlex': -5.955783931587926, 'test_loss/Left_wristFlex/R2/keyOpCl/wristFlex': -7.659082104217378, 'test_loss/Left_wristFlex/R2/wristFlHandCl/wristFlex': 0.7221784676640344, 'test_loss/MAE/indexFlDigitsEx': 37.76699447631836, 'test_loss/MAE/keyOpCl': 55.06229782104492, 'test_loss/MAE/wristFlHandCl': 73.22343444824219, 'test_loss/MAE_10/indexFlDigitsEx': 0.0027777778450399637, 'test_loss/MAE_10/keyOpCl': 0.0027777778450399637, 'test_loss/MAE_10/wristFlHandCl': 0.0027777778450399637, 'test_loss/MAE_15/indexFlDigitsEx': 0.04722222313284874, 'test_loss/MAE_15/keyOpCl': 0.0027777778450399637, 'test_loss/MAE_15/wristFlHandCl': 0.008333333767950535, 'test_loss/R2/indexFlDigitsEx': -0.8378759118526696, 'test_loss/R2/keyOpCl': -376.622614114628, 'test_loss/R2/wristFlHandCl': -0.7297460375112931, 'total_test_loss': 0.17825136333703995, 'total_val_loss': 0.10853583820992048, 'train_loss': 0.11056621178336766, 'used_epochs': 39, 'val_loss/MAE/fingersFlEx': 49.819923400878906, 'val_loss/MAE/handOpCl': 46.390357971191406, 'val_loss/MAE/indexFlEx': 31.432512283325195, 'val_loss/MAE/mrpFlEx': 34.00498580932617, 'val_loss/MAE/pinchOpCl': 21.005203247070312, 'val_loss/MAE/pointOpCl': 62.309913635253906, 'val_loss/MAE/thumbAbAd': 38.802738189697266, 'val_loss/MAE/thumbFlEx': 22.681888580322266, 'val_loss/MAE/wristFlEx': 67.7843017578125, 'val_loss/MAE_10/fingersFlEx': 0.01666666753590107, 'val_loss/MAE_10/handOpCl': 0.0055555556900799274, 'val_loss/MAE_10/indexFlEx': 0.008333333767950535, 'val_loss/MAE_10/mrpFlEx': 0.011111111380159857, 'val_loss/MAE_10/pinchOpCl': 0.01944444514811039, 'val_loss/MAE_10/pointOpCl': 0.008333333767950535, 'val_loss/MAE_10/thumbAbAd': 0.0027777778450399637, 'val_loss/MAE_10/thumbFlEx': 0.0055555556900799274, 'val_loss/MAE_10/wristFlEx': 0, 'val_loss/MAE_15/fingersFlEx': 0.08055555820465088, 'val_loss/MAE_15/handOpCl': 0.0416666679084301, 'val_loss/MAE_15/indexFlEx': 0.02777777798473835, 'val_loss/MAE_15/mrpFlEx': 0.0833333358168602, 'val_loss/MAE_15/pinchOpCl': 0.13333334028720856, 'val_loss/MAE_15/pointOpCl': 0.013888888992369177, 'val_loss/MAE_15/thumbAbAd': 0.0055555556900799274, 'val_loss/MAE_15/thumbFlEx': 0.11944444477558136, 'val_loss/MAE_15/wristFlEx': 0, 'val_loss/R2/fingersFlEx': -1.497767937692052, 'val_loss/R2/handOpCl': -0.15537551145334755, 'val_loss/R2/indexFlEx': -45.82800905317982, 'val_loss/R2/mrpFlEx': -3.3789146902365124, 'val_loss/R2/pinchOpCl': -17.853160885041415, 'val_loss/R2/pointOpCl': -12.162524633124706, 'val_loss/R2/thumbAbAd': -2096.5923103619953, 'val_loss/R2/thumbFlEx': -329.3251286311496, 'val_loss/R2/wristFlEx': -1.728728045507684, 'val_loss/fingersFlEx': 0.14848370850086212, 'val_loss/handOpCl': 0.1163276806473732, 'val_loss/indexFlDigitsEx': 0.10831914097070694, 'val_loss/indexFlEx': 0.08017338067293167, 'val_loss/keyOpCl': 0.1434403508901596, 'val_loss/mrpFlEx': 0.07661601155996323, 'val_loss/pinchOpCl': 0.023680305108428, 'val_loss/pointOpCl': 0.18078602850437164, 'val_loss/thumbAbAd': 0.06986302882432938, 'val_loss/thumbFlEx': 0.028504041954874992, 'val_loss/wristFlEx': 0.2523883581161499, 'val_loss/wristFlHandCl': 0.2829945981502533}","{'seq_len': 64, 'targets': [['Left', 'indexAng'], ['Left', 'midAng'], ['Left', 'ringAng'], ['Left', 'pinkyAng'], ['Left', 'thumbInPlaneAng'], ['Left', 'thumbOutPlaneAng'], ['Left', 'wristFlex']], 'features': [['emg', '0'], ['emg', '1'], ['emg', '2'], ['emg', '4'], ['emg', '10'], ['emg', '11'], ['emg', '12'], ['emg', '13']], 'n_epochs': 40, 'batch_size': 8, 'model_type': 'ModularModel', 'recordings': ['thumbFlEx', 'thumbAbAd', 'indexFlEx', 'mrpFlEx', 'fingersFlEx', 'wristFlEx', 'handOpCl', 'pinchOpCl', 'pointOpCl'], 'wandb_mode': 'online', 'joint_model': {'model_type': 'PhysJointModel', 'speed_mode': False, 'n_freeze_epochs': 0}, 'muscle_model': {'model_type': 'PhysMuscleModel', 'n_freeze_epochs': 0}, 'warmup_steps': 0, 'learning_rate': 0.01, 'wandb_project': 'matmul_experiments', 'test_recordings': ['keyOpCl', 'wristFlHandCl', 'indexFlDigitsEx'], 'activation_model': {'init': 'default', 'model_type': 'MatMul', 'n_freeze_epochs': 0, 'enforce_positive_weights': False}, 'dummy_repetition': 1, 'early_stopping_delta': 0.05, 'early_stopping_patience': 1000}",P_149
2,"{'_runtime': 168.563242, '_step': 39, '_timestamp': 1750019785.005449, '_wandb': {'runtime': 168}, 'best_epoch': 37, 'best_test_epoch': 8, 'best_test_loss': 0.2779793093601863, 'best_val_loss': 0.15110887380109894, 'lr': 0.000125, 'test_loss/Left_indexAng/R2/indexFlDigitsEx/indexAng': -0.3266253569141948, 'test_loss/Left_indexAng/R2/keyOpCl/indexAng': -683.1179722267038, 'test_loss/Left_indexAng/R2/wristFlHandCl/indexAng': -0.36199053341701415, 'test_loss/Left_midAng/R2/indexFlDigitsEx/midAng': -0.024938222558467334, 'test_loss/Left_midAng/R2/keyOpCl/midAng': -1591.4519768669218, 'test_loss/Left_midAng/R2/wristFlHandCl/midAng': 0.30147841408858034, 'test_loss/Left_pinkyAng/R2/indexFlDigitsEx/pinkyAng': 0.04472621590740977, 'test_loss/Left_pinkyAng/R2/keyOpCl/pinkyAng': -10090.026851108903, 'test_loss/Left_pinkyAng/R2/wristFlHandCl/pinkyAng': 0.5862572327343292, 'test_loss/Left_ringAng/R2/indexFlDigitsEx/ringAng': 0.020804836152249484, 'test_loss/Left_ringAng/R2/keyOpCl/ringAng': -4199.6993316454955, 'test_loss/Left_ringAng/R2/wristFlHandCl/ringAng': 0.3738862573504893, 'test_loss/Left_thumbInPlaneAng/R2/indexFlDigitsEx/thumbInPlaneAng': -1.0543338384040282, 'test_loss/Left_thumbInPlaneAng/R2/keyOpCl/thumbInPlaneAng': -0.2834293576330609, 'test_loss/Left_thumbInPlaneAng/R2/wristFlHandCl/thumbInPlaneAng': -0.2125393916499143, 'test_loss/Left_thumbOutPlaneAng/R2/indexFlDigitsEx/thumbOutPlaneAng': 0.08941379411931571, 'test_loss/Left_thumbOutPlaneAng/R2/keyOpCl/thumbOutPlaneAng': 0.09463897447025547, 'test_loss/Left_thumbOutPlaneAng/R2/wristFlHandCl/thumbOutPlaneAng': -3.756966031771244, 'test_loss/Left_wristFlex/R2/indexFlDigitsEx/wristFlex': -3.4754876483664594, 'test_loss/Left_wristFlex/R2/keyOpCl/wristFlex': -1.8850806725126272, 'test_loss/Left_wristFlex/R2/wristFlHandCl/wristFlex': 0.6342060367209956, 'test_loss/MAE/indexFlDigitsEx': 56.74750518798828, 'test_loss/MAE/keyOpCl': 102.86400604248048, 'test_loss/MAE/wristFlHandCl': 58.999996185302734, 'test_loss/MAE_10/indexFlDigitsEx': 0.008333333767950535, 'test_loss/MAE_10/keyOpCl': 0.0055555556900799274, 'test_loss/MAE_10/wristFlHandCl': 0.008333333767950535, 'test_loss/MAE_15/indexFlDigitsEx': 0.01666666753590107, 'test_loss/MAE_15/keyOpCl': 0.008333333767950535, 'test_loss/MAE_15/wristFlHandCl': 0.011111111380159857, 'test_loss/R2/indexFlDigitsEx': -0.6752057457234536, 'test_loss/R2/keyOpCl': -2366.6242861291003, 'test_loss/R2/wristFlHandCl': -0.34795257370625393, 'total_test_loss': 0.3090211550394694, 'total_val_loss': 0.15127073600888252, 'train_loss': 0.1527420645174773, 'used_epochs': 39, 'val_loss/MAE/fingersFlEx': 68.34862518310547, 'val_loss/MAE/handOpCl': 66.00199890136719, 'val_loss/MAE/indexFlEx': 42.79897689819336, 'val_loss/MAE/mrpFlEx': 44.07474899291992, 'val_loss/MAE/pinchOpCl': 37.00981903076172, 'val_loss/MAE/pointOpCl': 72.68745422363281, 'val_loss/MAE/thumbAbAd': 51.13624572753906, 'val_loss/MAE/thumbFlEx': 40.371185302734375, 'val_loss/MAE/wristFlEx': 52.404319763183594, 'val_loss/MAE_10/fingersFlEx': 0.013888888992369177, 'val_loss/MAE_10/handOpCl': 0.0027777778450399637, 'val_loss/MAE_10/indexFlEx': 0.011111111380159857, 'val_loss/MAE_10/mrpFlEx': 0.008333333767950535, 'val_loss/MAE_10/pinchOpCl': 0.008333333767950535, 'val_loss/MAE_10/pointOpCl': 0.013888888992369177, 'val_loss/MAE_10/thumbAbAd': 0.008333333767950535, 'val_loss/MAE_10/thumbFlEx': 0.013888888992369177, 'val_loss/MAE_10/wristFlEx': 0.0027777778450399637, 'val_loss/MAE_15/fingersFlEx': 0.03055555559694767, 'val_loss/MAE_15/handOpCl': 0.0055555556900799274, 'val_loss/MAE_15/indexFlEx': 0.01666666753590107, 'val_loss/MAE_15/mrpFlEx': 0.20277777314186096, 'val_loss/MAE_15/pinchOpCl': 0.011111111380159857, 'val_loss/MAE_15/pointOpCl': 0.02222222276031971, 'val_loss/MAE_15/thumbAbAd': 0.011111111380159857, 'val_loss/MAE_15/thumbFlEx': 0.02777777798473835, 'val_loss/MAE_15/wristFlEx': 0.008333333767950535, 'val_loss/R2/fingersFlEx': -1.513538051902822, 'val_loss/R2/handOpCl': -0.3064360560345853, 'val_loss/R2/indexFlEx': -82.70734660217542, 'val_loss/R2/mrpFlEx': -1.888601268015967, 'val_loss/R2/pinchOpCl': -169.48613796430774, 'val_loss/R2/pointOpCl': -9.413499476775373, 'val_loss/R2/thumbAbAd': -3703.0526212289305, 'val_loss/R2/thumbFlEx': -1813.7223221396484, 'val_loss/R2/wristFlEx': -0.2952023511496303, 'val_loss/fingersFlEx': 0.27348944544792175, 'val_loss/handOpCl': 0.21369127929210663, 'val_loss/indexFlDigitsEx': 0.242157518863678, 'val_loss/indexFlEx': 0.09705780446529388, 'val_loss/keyOpCl': 0.4927428364753723, 'val_loss/mrpFlEx': 0.1725795716047287, 'val_loss/pinchOpCl': 0.05730384960770607, 'val_loss/pointOpCl': 0.241740420460701, 'val_loss/thumbAbAd': 0.10673324018716812, 'val_loss/thumbFlEx': 0.07073930650949478, 'val_loss/wristFlEx': 0.12810170650482178, 'val_loss/wristFlHandCl': 0.1921631097793579}","{'seq_len': 64, 'targets': [['Left', 'indexAng'], ['Left', 'midAng'], ['Left', 'ringAng'], ['Left', 'pinkyAng'], ['Left', 'thumbInPlaneAng'], ['Left', 'thumbOutPlaneAng'], ['Left', 'wristFlex']], 'features': [['emg', '0'], ['emg', '1'], ['emg', '2'], ['emg', '4'], ['emg', '10'], ['emg', '11'], ['emg', '12'], ['emg', '13']], 'n_epochs': 40, 'batch_size': 8, 'model_type': 'ModularModel', 'recordings': ['thumbFlEx', 'thumbAbAd', 'indexFlEx', 'mrpFlEx', 'fingersFlEx', 'wristFlEx', 'handOpCl', 'pinchOpCl', 'pointOpCl'], 'wandb_mode': 'online', 'joint_model': {'model_type': 'PhysJointModel', 'speed_mode': False, 'n_freeze_epochs': 0}, 'muscle_model': {'model_type': 'PhysMuscleModel', 'n_freeze_epochs': 0}, 'warmup_steps': 0, 'learning_rate': 0.001, 'wandb_project': 'matmul_experiments', 'test_recordings': ['keyOpCl', 'wristFlHandCl', 'indexFlDigitsEx'], 'activation_model': {'init': 'default', 'model_type': 'MatMul', 'n_freeze_epochs': 0, 'enforce_positive_weights': False}, 'dummy_repetition': 1, 'early_stopping_delta': 0.05, 'early_stopping_patience': 1000}",P_149
3,"{'_runtime': 176.74939, '_step': 39, '_timestamp': 1750019964.461379, '_wandb': {'runtime': 176}, 'best_epoch': 38, 'best_test_epoch': 0, 'best_test_loss': 0.362055242061615, 'best_val_loss': 0.18138867285516527, 'lr': 6.25e-06, 'test_loss/Left_indexAng/R2/indexFlDigitsEx/indexAng': 0.0022272772942266705, 'test_loss/Left_indexAng/R2/keyOpCl/indexAng': -919.035701382674, 'test_loss/Left_indexAng/R2/wristFlHandCl/indexAng': -0.37094477514139457, 'test_loss/Left_midAng/R2/indexFlDigitsEx/midAng': 0.02346304149429168, 'test_loss/Left_midAng/R2/keyOpCl/midAng': -2339.4813273876453, 'test_loss/Left_midAng/R2/wristFlHandCl/midAng': -0.14562861967186902, 'test_loss/Left_pinkyAng/R2/indexFlDigitsEx/pinkyAng': -0.05035897810020451, 'test_loss/Left_pinkyAng/R2/keyOpCl/pinkyAng': -15471.440740137372, 'test_loss/Left_pinkyAng/R2/wristFlHandCl/pinkyAng': -0.26630797464821554, 'test_loss/Left_ringAng/R2/indexFlDigitsEx/ringAng': -0.19272307149272527, 'test_loss/Left_ringAng/R2/keyOpCl/ringAng': -6913.223773537872, 'test_loss/Left_ringAng/R2/wristFlHandCl/ringAng': -0.47686696061442024, 'test_loss/Left_thumbInPlaneAng/R2/indexFlDigitsEx/thumbInPlaneAng': -2.632111155428921, 'test_loss/Left_thumbInPlaneAng/R2/keyOpCl/thumbInPlaneAng': -0.124271897637785, 'test_loss/Left_thumbInPlaneAng/R2/wristFlHandCl/thumbInPlaneAng': -0.1723973233029854, 'test_loss/Left_thumbOutPlaneAng/R2/indexFlDigitsEx/thumbOutPlaneAng': -1.2132997733448816, 'test_loss/Left_thumbOutPlaneAng/R2/keyOpCl/thumbOutPlaneAng': 0.13818781786280976, 'test_loss/Left_thumbOutPlaneAng/R2/wristFlHandCl/thumbOutPlaneAng': -1.3672368208260717, 'test_loss/Left_wristFlex/R2/indexFlDigitsEx/wristFlex': -2.559988937761135, 'test_loss/Left_wristFlex/R2/keyOpCl/wristFlex': -7.361765043188996, 'test_loss/Left_wristFlex/R2/wristFlHandCl/wristFlex': 0.4126558205860239, 'test_loss/MAE/indexFlDigitsEx': 63.38725662231445, 'test_loss/MAE/keyOpCl': 124.97171020507812, 'test_loss/MAE/wristFlHandCl': 74.17781066894531, 'test_loss/MAE_10/indexFlDigitsEx': 0.008333333767950535, 'test_loss/MAE_10/keyOpCl': 0.0055555556900799274, 'test_loss/MAE_10/wristFlHandCl': 0.008333333767950535, 'test_loss/MAE_15/indexFlDigitsEx': 0.01666666753590107, 'test_loss/MAE_15/keyOpCl': 0.0055555556900799274, 'test_loss/MAE_15/wristFlHandCl': 0.013888888992369177, 'test_loss/R2/indexFlDigitsEx': -0.9461130853341928, 'test_loss/R2/keyOpCl': -3664.361341652647, 'test_loss/R2/wristFlHandCl': -0.3409609505169904, 'total_test_loss': 0.4083604911963145, 'total_val_loss': 0.18141662784748608, 'train_loss': 0.16774126757746158, 'used_epochs': 39, 'val_loss/MAE/fingersFlEx': 79.06352233886719, 'val_loss/MAE/handOpCl': 75.21501159667969, 'val_loss/MAE/indexFlEx': 48.077049255371094, 'val_loss/MAE/mrpFlEx': 56.76886749267578, 'val_loss/MAE/pinchOpCl': 34.02920913696289, 'val_loss/MAE/pointOpCl': 76.58717346191406, 'val_loss/MAE/thumbAbAd': 45.52493667602539, 'val_loss/MAE/thumbFlEx': 44.07903289794922, 'val_loss/MAE/wristFlEx': 53.00891876220703, 'val_loss/MAE_10/fingersFlEx': 0.011111111380159857, 'val_loss/MAE_10/handOpCl': 0.0027777778450399637, 'val_loss/MAE_10/indexFlEx': 0.008333333767950535, 'val_loss/MAE_10/mrpFlEx': 0.0055555556900799274, 'val_loss/MAE_10/pinchOpCl': 0.008333333767950535, 'val_loss/MAE_10/pointOpCl': 0.013888888992369177, 'val_loss/MAE_10/thumbAbAd': 0.008333333767950535, 'val_loss/MAE_10/thumbFlEx': 0.013888888992369177, 'val_loss/MAE_10/wristFlEx': 0.0027777778450399637, 'val_loss/MAE_15/fingersFlEx': 0.02222222276031971, 'val_loss/MAE_15/handOpCl': 0.0055555556900799274, 'val_loss/MAE_15/indexFlEx': 0.01666666753590107, 'val_loss/MAE_15/mrpFlEx': 0.008333333767950535, 'val_loss/MAE_15/pinchOpCl': 0.011111111380159857, 'val_loss/MAE_15/pointOpCl': 0.01944444514811039, 'val_loss/MAE_15/thumbAbAd': 0.013888888992369177, 'val_loss/MAE_15/thumbFlEx': 0.02222222276031971, 'val_loss/MAE_15/wristFlEx': 0.0055555556900799274, 'val_loss/R2/fingersFlEx': -2.0047669012056075, 'val_loss/R2/handOpCl': -0.6484472727148017, 'val_loss/R2/indexFlEx': -95.1149338208862, 'val_loss/R2/mrpFlEx': -5.187475487837474, 'val_loss/R2/pinchOpCl': -155.0641419915446, 'val_loss/R2/pointOpCl': -8.25190821790452, 'val_loss/R2/thumbAbAd': -3237.8719271840773, 'val_loss/R2/thumbFlEx': -2454.533428920548, 'val_loss/R2/wristFlEx': -0.19517989462004195, 'val_loss/fingersFlEx': 0.3730364739894867, 'val_loss/handOpCl': 0.29834821820259094, 'val_loss/indexFlDigitsEx': 0.24865582585334775, 'val_loss/indexFlEx': 0.11451280117034912, 'val_loss/keyOpCl': 0.7317277193069458, 'val_loss/mrpFlEx': 0.2031356990337372, 'val_loss/pinchOpCl': 0.04737544432282448, 'val_loss/pointOpCl': 0.290953129529953, 'val_loss/thumbAbAd': 0.08717592060565948, 'val_loss/thumbFlEx': 0.09106704592704772, 'val_loss/wristFlEx': 0.127144917845726, 'val_loss/wristFlHandCl': 0.2446979284286499}","{'seq_len': 64, 'targets': [['Left', 'indexAng'], ['Left', 'midAng'], ['Left', 'ringAng'], ['Left', 'pinkyAng'], ['Left', 'thumbInPlaneAng'], ['Left', 'thumbOutPlaneAng'], ['Left', 'wristFlex']], 'features': [['emg', '0'], ['emg', '1'], ['emg', '2'], ['emg', '4'], ['emg', '10'], ['emg', '11'], ['emg', '12'], ['emg', '13']], 'n_epochs': 40, 'batch_size': 8, 'model_type': 'ModularModel', 'recordings': ['thumbFlEx', 'thumbAbAd', 'indexFlEx', 'mrpFlEx', 'fingersFlEx', 'wristFlEx', 'handOpCl', 'pinchOpCl', 'pointOpCl'], 'wandb_mode': 'online', 'joint_model': {'model_type': 'PhysJointModel', 'speed_mode': False, 'n_freeze_epochs': 0}, 'muscle_model': {'model_type': 'PhysMuscleModel', 'n_freeze_epochs': 0}, 'warmup_steps': 0, 'learning_rate': 0.0001, 'wandb_project': 'matmul_experiments', 'test_recordings': ['keyOpCl', 'wristFlHandCl', 'indexFlDigitsEx'], 'activation_model': {'init': 'default', 'model_type': 'MatMul', 'n_freeze_epochs': 0, 'enforce_positive_weights': False}, 'dummy_repetition': 1, 'early_stopping_delta': 0.05, 'early_stopping_patience': 1000}",P_149
4,{'_wandb': {'runtime': 3}},"{'seq_len': 64, 'targets': [['Left', 'indexAng'], ['Left', 'midAng'], ['Left', 'ringAng'], ['Left', 'pinkyAng'], ['Left', 'thumbInPlaneAng'], ['Left', 'thumbOutPlaneAng'], ['Left', 'wristFlex']], 'features': [['emg', '0'], ['emg', '1'], ['emg', '2'], ['emg', '4'], ['emg', '10'], ['emg', '11'], ['emg', '12'], ['emg', '13']], 'n_epochs': 40, 'batch_size': 8, 'model_type': 'ModularModel', 'recordings': ['thumbFlEx', 'thumbAbAd', 'indexFlEx', 'mrpFlEx', 'fingersFlEx', 'wristFlEx', 'handOpCl', 'pinchOpCl', 'pointOpCl'], 'wandb_mode': 'online', 'joint_model': {'model_type': 'PhysJointModel', 'speed_mode': False, 'n_freeze_epochs': 0}, 'muscle_model': {'model_type': 'PhysMuscleModel', 'n_freeze_epochs': 0}, 'warmup_steps': 0, 'learning_rate': 0.1, 'wandb_project': 'matmul_experiments', 'test_recordings': ['keyOpCl', 'wristFlHandCl', 'indexFlDigitsEx'], 'activation_model': {'init': 'xavier_normal', 'model_type': 'MatMul', 'n_freeze_epochs': 0, 'enforce_positive_weights': False}, 'dummy_repetition': 1, 'early_stopping_delta': 0.05, 'early_stopping_patience': 1000}",P_149
